YEAR,ABW,AGO,AFG,AFR,ALB,ARE,ARG,ARM,ASI,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BOL,BLZ,BIH,BTN,BLR,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CMR,CHN,CIV,COD,COG,COL,CRI,CUB,CYP,CZE,DJI,DNK,DEU,DOM,DZA,ECU,EGY,EUR,ERI,ESH,EST,ETH,ESP,FIN,FJI,FLK,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GRC,GTM,GUF,GUY,GNB,GNQ,GRL,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LVA,LUX,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRY,PSE,QAT,REU,ROU,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SYR,SWZ,TCD,TGO,THA,TJK,TKM,TLS,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
2025,1.09115,1.6112,1.82098,1.63355,1.38545,1.69377,1.26417,1.58632,1.24338,1.44558,1.38032,1.46681,1.54226,1.04493,1.63311,1.81674,1.40901,1.41055,1.07353,1.74805,1.35905,1.43954,1.49441,1.55056,1.57527,1.17725,1.82992,1.61075,2.21219,1.37659,1.31527,1.52771,1.63495,1.53318,1.53585,1.45587,1.47492,1.27451,1.16019,1.16653,1.3416,1.60763,1.05442,1.22146,1.20668,1.75692,1.38619,1.53148,1.38231,1.6431,1.43514,1.51306,1.60201,1.34006,1.99813,0.96581,1.12174,1.19535,1.36824,0.78243,1.45232,1.56085,1.59279,1.53195,1.31786,1.46744,1.36327,1.48877,1.4611,1.35609,1.59408,1.4245,1.42626,1.24215,1.42764,1.21734,1.54139,0.51769,1.67635,1.74779,1.83713,1.41941,1.34552,1.13431,1.58636,1.3373,1.82614,1.4542,1.66154,1.33537,1.41409,1.723,1.33099,1.42319,1.36105,1.5338,1.1953,1.49318,1.43439,1.49868,1.20095,1.58364,1.48706,1.22677,1.48979,1.4479,1.92599,1.38182,1.39296,1.66769,1.40436,1.82291,1.53366,1.233,1.71803,0.99991,1.84006,1.60759,1.36688,1.02427,1.4636,1.6178,1.19015,1.572,1.75737,1.21531,1.55678,1.16544,1.15968,1.34005,1.05459,1.57598,1.58182,1.3174,1.64587,0.95482,1.65353,1.5235,1.85764,1.76276,1.62006,1.06708,1.3956,1.45996,1.41476,1.47709,1.61769,1.47466,1.41091,1.40421,1.61213,1.5802,1.37059,1.76407,1.56826,1.3497,1.71901,1.58676,1.11475,1.44623,1.4814,1.14829,1.47612,1.53988,1.503,1.11949,1.80735,1.62207,1.56421,1.26623,0.99822,1.69329,1.56706,1.62996,1.61491
2026,1.10889,1.62966,1.84226,1.65416,1.40639,1.72193,1.28048,1.60228,1.25854,1.46131,1.40792,1.48445,1.56168,1.06474,1.65549,1.84195,1.43081,1.43156,1.09373,1.76818,1.38455,1.46379,1.5206,1.56457,1.59329,1.1922,1.85176,1.63222,2.23774,1.39633,1.32962,1.54359,1.65376,1.55281,1.55373,1.47298,1.49082,1.28984,1.18113,1.17962,1.36621,1.63227,1.06361,1.23834,1.22818,1.7861,1.40204,1.55811,1.39735,1.66898,1.4632,1.52591,1.62398,1.35448,2.01746,0.97718,1.13697,1.21343,1.38342,0.78422,1.47282,1.58067,1.6145,1.55577,1.33101,1.49273,1.37907,1.50742,1.48321,1.36837,1.6119,1.44757,1.44871,1.26574,1.44993,1.23057,1.56921,0.51677,1.6916,1.77015,1.8561,1.43786,1.36523,1.1584,1.61293,1.35356,1.85095,1.46993,1.68534,1.35827,1.42396,1.74638,1.356,1.43915,1.37811,1.5571,1.2104,1.51163,1.44386,1.51109,1.22116,1.60558,1.50737,1.23894,1.51624,1.46918,1.95647,1.40534,1.41074,1.69482,1.42275,1.85445,1.55128,1.24493,1.7389,1.00824,1.86914,1.6318,1.38843,1.03651,1.47588,1.63954,1.20565,1.60005,1.77275,1.23167,1.57263,1.18402,1.17096,1.3589,1.07629,1.58955,1.59959,1.34121,1.67455,0.96216,1.67355,1.54233,1.88646,1.79044,1.64603,1.07626,1.41439,1.48349,1.43209,1.50032,1.63788,1.49099,1.43815,1.42757,1.62841,1.59551,1.38578,1.79134,1.58857,1.3728,1.73517,1.60109,1.12162,1.46272,1.49575,1.16982,1.49357,1.55725,1.52765,1.13389,1.82685,1.64208,1.58394,1.28532,1.01303,1.72142,1.58532,1.64955,1.63577
2027,1.11793,1.65605,1.88747,1.68032,1.43681,1.75241,1.3036,1.63764,1.27353,1.48626,1.43242,1.51599,1.58177,1.09129,1.6765,1.86363,1.45585,1.46221,1.11384,1.79754,1.39289,1.48962,1.54585,1.60117,1.61653,1.20756,1.88054,1.65337,2.28446,1.42144,1.35086,1.56362,1.69345,1.57444,1.57349,1.49149,1.51267,1.30367,1.20169,1.21388,1.39892,1.64835,1.09069,1.26847,1.23434,1.82104,1.41924,1.58949,1.42788,1.68633,1.48549,1.55741,1.64534,1.38524,2.05772,0.99161,1.15551,1.23857,1.40108,0.81152,1.50474,1.60338,1.63201,1.575,1.36184,1.50536,1.39869,1.52871,1.49946,1.38832,1.64671,1.46073,1.47632,1.27153,1.47784,1.24465,1.59277,0.53021,1.73021,1.81496,1.88951,1.47908,1.39134,1.15859,1.65396,1.38477,1.89035,1.48905,1.71826,1.36956,1.45757,1.791,1.36862,1.48004,1.3957,1.58976,1.22566,1.53871,1.47593,1.54273,1.25237,1.64776,1.5346,1.25802,1.53944,1.50237,1.98026,1.42529,1.44178,1.72708,1.44694,1.8773,1.5823,1.2629,1.76347,1.02166,1.89014,1.65094,1.40144,1.06395,1.50669,1.67417,1.22509,1.61795,1.81589,1.24398,1.59926,1.19409,1.18292,1.38798,1.07595,1.62827,1.62758,1.37593,1.70049,0.97551,1.71003,1.56003,1.91977,1.81173,1.6652,1.09087,1.43101,1.49711,1.4491,1.5304,1.66201,1.51431,1.46875,1.45271,1.65971,1.63421,1.40973,1.81154,1.61061,1.38282,1.77465,1.63832,1.1424,1.50178,1.53068,1.18948,1.51413,1.57864,1.5602,1.15321,1.86745,1.67666,1.60612,1.30232,1.03025,1.73622,1.61196,1.67973,1.65976
2028,1.13435,1.67837,1.91141,1.70075,1.46586,1.7755,1.32105,1.67214,1.28754,1.5067,1.45337,1.54833,1.59608,1.1089,1.70082,1.89316,1.47302,1.49199,1.12788,1.82311,1.41576,1.51788,1.56552,1.62512,1.63719,1.21647,1.90921,1.67401,2.316,1.4464,1.37193,1.58615,1.71613,1.59409,1.59168,1.50735,1.52659,1.32438,1.21549,1.22752,1.41909,1.67194,1.1066,1.28767,1.25857,1.84338,1.43117,1.60727,1.45018,1.71011,1.50604,1.57545,1.66376,1.4142,2.08252,1.00629,1.17275,1.26055,1.41421,0.81934,1.53309,1.6224,1.65739,1.59556,1.38897,1.52888,1.412,1.54347,1.52002,1.4025,1.66704,1.4823,1.50423,1.2967,1.50136,1.25489,1.61287,0.54153,1.76089,1.8348,1.9076,1.49289,1.42154,1.18094,1.66853,1.40708,1.92284,1.50334,1.75364,1.39049,1.48247,1.8088,1.38857,1.49694,1.4077,1.61006,1.23644,1.55785,1.50149,1.56133,1.27292,1.66448,1.56363,1.27527,1.5606,1.52942,2.01033,1.44599,1.4705,1.75733,1.46728,1.90576,1.6024,1.27318,1.79112,1.03826,1.91814,1.67379,1.42021,1.07915,1.52562,1.69523,1.24397,1.64205,1.84414,1.26131,1.61806,1.21058,1.19751,1.41209,1.0997,1.65736,1.65319,1.38852,1.72485,0.99146,1.74204,1.57389,1.94272,1.837,1.68784,1.10592,1.44937,1.5172,1.46661,1.56047,1.68035,1.52689,1.49317,1.47961,1.68136,1.65679,1.43085,1.84,1.63088,1.40438,1.80704,1.66852,1.15402,1.52207,1.56072,1.20203,1.53138,1.59299,1.58592,1.17054,1.89658,1.70994,1.6247,1.32175,1.04189,1.76553,1.6348,1.70249,1.68624
2029,1.14671,1.69567,1.93374,1.72485,1.47067,1.80579,1.33621,1.67962,1.30758,1.52139,1.46427,1.55461,1.62138,1.11742,1.72868,1.91592,1.50038,1.4976,1.14769,1.84299,1.43878,1.52222,1.59595,1.63752,1.65372,1.23843,1.92885,1.69938,2.34373,1.44753,1.38758,1.60793,1.73668,1.62014,1.61524,1.53081,1.55216,1.34836,1.23679,1.24109,1.43777,1.69517,1.11718,1.29938,1.278,1.87306,1.45371,1.63625,1.46087,1.73176,1.53334,1.59018,1.6903,1.41628,2.10215,1.01396,1.18928,1.26715,1.43781,0.81982,1.53977,1.6496,1.6828,1.61319,1.39462,1.54802,1.4341,1.56725,1.54082,1.42365,1.68781,1.49815,1.50676,1.31546,1.50759,1.27544,1.63877,0.53645,1.77107,1.86145,1.92572,1.51352,1.42341,1.2009,1.69646,1.41854,1.93529,1.52766,1.76085,1.408,1.49556,1.84063,1.40999,1.51196,1.43241,1.63635,1.26067,1.57654,1.5105,1.57292,1.28485,1.68819,1.56751,1.28668,1.58714,1.53421,2.04002,1.46936,1.4768,1.7686,1.48155,1.93745,1.61963,1.29536,1.80761,1.04677,1.94457,1.69968,1.43847,1.08625,1.53871,1.72275,1.26083,1.66873,1.85983,1.28384,1.63638,1.22948,1.21429,1.42486,1.11511,1.66898,1.66923,1.41599,1.75613,1.0011,1.754,1.59983,1.97572,1.86192,1.70647,1.11782,1.47387,1.53377,1.49025,1.56564,1.70633,1.55173,1.51213,1.48237,1.69357,1.67644,1.44302,1.86455,1.65927,1.42411,1.81894,1.67976,1.16673,1.53541,1.56789,1.22543,1.55241,1.61692,1.59921,1.18227,1.91346,1.71957,1.65067,1.34065,1.05142,1.78626,1.6521,1.72068,1.70375
2030,1.1656,1.71586,1.96536,1.74661,1.49515,1.82665,1.35613,1.70833,1.31886,1.54152,1.49548,1.58135,1.63429,1.14746,1.74197,1.9421,1.51462,1.52392,1.15973,1.86416,1.45524,1.55248,1.61157,1.6755,1.67433,1.25313,1.95374,1.71734,2.37888,1.4824,1.40756,1.62696,1.76228,1.63421,1.62989,1.54347,1.56736,1.35653,1.25225,1.25876,1.47103,1.71834,1.14381,1.33002,1.29007,1.89564,1.4652,1.65467,1.48707,1.75856,1.54782,1.62292,1.70942,1.44277,2.13186,1.02571,1.20546,1.29397,1.44784,0.8455,1.56588,1.66673,1.69935,1.63894,1.42007,1.57022,1.44977,1.58518,1.56133,1.43679,1.71519,1.5218,1.5388,1.32844,1.54071,1.28369,1.65654,0.5661,1.80534,1.88541,1.95538,1.53311,1.45105,1.21619,1.71903,1.44177,1.97482,1.54003,1.79209,1.42828,1.52055,1.86113,1.42821,1.53335,1.44853,1.65606,1.27256,1.5964,1.54689,1.60772,1.3152,1.70821,1.60085,1.30312,1.60589,1.56173,2.06785,1.48289,1.49958,1.80288,1.4997,1.9618,1.6392,1.30782,1.83396,1.06054,1.97092,1.71797,1.46127,1.1172,1.56308,1.74379,1.28065,1.6904,1.88731,1.29505,1.65423,1.2447,1.22027,1.45824,1.12812,1.70019,1.691,1.42912,1.77534,1.01169,1.7857,1.61331,1.99942,1.8892,1.73434,1.12773,1.48826,1.56009,1.50501,1.59663,1.72402,1.56699,1.54649,1.51278,1.71826,1.70123,1.46335,1.88956,1.67362,1.44393,1.85199,1.70869,1.1805,1.55979,1.59767,1.23763,1.56535,1.63327,1.63645,1.19883,1.94389,1.75046,1.66811,1.35732,1.06329,1.81076,1.67509,1.73935,1.72533
2031,1.18398,1.7397,1.99215,1.77347,1.5252,1.85467,1.37814,1.73706,1.3391,1.56813,1.51676,1.60988,1.65933,1.1604,1.77326,1.96959,1.5433,1.55468,1.17781,1.8938,1.48182,1.57563,1.63922,1.68903,1.69789,1.27013,1.98325,1.74535,2.40754,1.49737,1.42846,1.65066,1.78931,1.66173,1.65488,1.56796,1.59229,1.38244,1.2719,1.27671,1.491,1.74515,1.15121,1.34485,1.31681,1.9271,1.48948,1.68433,1.5039,1.78737,1.57493,1.62947,1.73723,1.46566,2.157,1.03891,1.22529,1.30892,1.47111,0.84045,1.59535,1.69279,1.72794,1.66598,1.44318,1.59715,1.4718,1.60912,1.58641,1.46021,1.73861,1.54611,1.55922,1.35636,1.55943,1.30405,1.68485,0.55457,1.82903,1.91803,1.97432,1.5613,1.47505,1.23866,1.75005,1.46568,1.9995,1.56525,1.82345,1.44774,1.53845,1.89855,1.45236,1.55531,1.47,1.68452,1.29121,1.62587,1.55613,1.61369,1.33078,1.73888,1.61985,1.32406,1.6341,1.59328,2.10043,1.51057,1.53046,1.82571,1.52022,1.99196,1.66334,1.32735,1.86017,1.07702,2.00438,1.74561,1.48365,1.12589,1.58007,1.77373,1.29952,1.71973,1.9112,1.31727,1.67839,1.26707,1.23936,1.47394,1.15192,1.72441,1.716,1.4589,1.80353,1.02854,1.81179,1.63896,2.03261,1.91987,1.76085,1.14284,1.51214,1.58566,1.52873,1.62086,1.75252,1.59317,1.56777,1.53407,1.73472,1.72573,1.48771,1.92056,1.7019,1.46837,1.87768,1.73421,1.19482,1.58375,1.62268,1.2591,1.58535,1.66059,1.65244,1.21952,1.97223,1.77522,1.69328,1.38135,1.07957,1.84218,1.70388,1.76587,1.74825
2032,1.19454,1.76289,2.01228,1.78916,1.53857,1.86414,1.39774,1.75398,1.35294,1.58903,1.53155,1.62657,1.6758,1.1737,1.79136,1.99407,1.55643,1.56832,1.18508,1.91548,1.48961,1.58986,1.65451,1.70258,1.71912,1.27846,2.00744,1.75767,2.43131,1.51073,1.44806,1.66641,1.80622,1.67668,1.67377,1.58386,1.60693,1.39416,1.27676,1.2931,1.50527,1.76105,1.16052,1.35581,1.3249,1.94123,1.5032,1.69398,1.51945,1.8009,1.58748,1.65222,1.75108,1.48069,2.17926,1.05626,1.24364,1.31834,1.4846,0.85055,1.61084,1.70722,1.74133,1.68214,1.46033,1.60976,1.48402,1.6233,1.60031,1.47507,1.75455,1.56118,1.57521,1.3639,1.57623,1.31772,1.69819,0.5647,1.85034,1.93258,1.98693,1.57391,1.48995,1.24096,1.75894,1.47923,2.01731,1.58004,1.83943,1.46438,1.5607,1.90839,1.45948,1.5744,1.48162,1.69696,1.30104,1.64254,1.57249,1.63233,1.34404,1.75411,1.63179,1.34091,1.64339,1.60688,2.11565,1.52117,1.54465,1.84373,1.5406,2.00428,1.68073,1.33863,1.88179,1.09423,2.01891,1.76169,1.49795,1.13845,1.59581,1.7875,1.31786,1.72878,1.93679,1.32858,1.69749,1.27615,1.25822,1.48604,1.15541,1.74455,1.73926,1.46833,1.81694,1.04331,1.82859,1.65221,2.04501,1.93454,1.7797,1.15782,1.52657,1.60052,1.54241,1.63549,1.76639,1.608,1.58362,1.54771,1.75275,1.7457,1.50804,1.9369,1.71771,1.4781,1.90041,1.7539,1.20694,1.60263,1.63869,1.26617,1.60699,1.67513,1.66722,1.23685,1.99294,1.7954,1.70934,1.39042,1.09399,1.85764,1.72262,1.78635,1.77043
2033,1.20778,1.78622,2.05045,1.81545,1.56539,1.89999,1.41454,1.78638,1.3708,1.60846,1.56237,1.65589,1.70128,1.20041,1.81192,2.01568,1.5806,1.59558,1.20923,1.94303,1.50898,1.61795,1.68223,1.73414,1.74186,1.30076,2.03687,1.78506,2.47239,1.54137,1.46881,1.68796,1.84133,1.69968,1.69478,1.60536,1.62956,1.41011,1.3022,1.32009,1.53927,1.77886,1.18081,1.38585,1.34144,1.97928,1.52591,1.72838,1.54887,1.82221,1.61348,1.67469,1.77501,1.50928,2.21468,1.06953,1.26043,1.34793,1.50667,0.87368,1.63961,1.73091,1.76474,1.69959,1.48759,1.62715,1.50471,1.64737,1.61797,1.49225,1.78444,1.57913,1.60119,1.37918,1.60664,1.33683,1.72547,0.57943,1.88396,1.97283,2.02048,1.6096,1.51833,1.25497,1.80006,1.50728,2.05646,1.60244,1.87161,1.47886,1.58849,1.95191,1.47935,1.60627,1.50446,1.73101,1.32051,1.6661,1.59943,1.65775,1.37458,1.79207,1.66691,1.35802,1.67137,1.63654,2.14455,1.54324,1.571,1.8774,1.56098,2.03639,1.70313,1.35826,1.90967,1.10539,2.04595,1.78334,1.51278,1.158,1.62137,1.82224,1.33641,1.75327,1.97201,1.34294,1.72301,1.28923,1.27222,1.51948,1.16697,1.7721,1.76133,1.50148,1.85109,1.0559,1.86245,1.67723,2.082,1.96065,1.79747,1.17295,1.54498,1.61844,1.56315,1.6651,1.79227,1.63095,1.61817,1.57612,1.7812,1.77952,1.527,1.96077,1.73868,1.49581,1.93422,1.78615,1.22479,1.63607,1.66942,1.28979,1.62901,1.69875,1.70457,1.25313,2.02756,1.8264,1.73251,1.40968,1.10781,1.8788,1.74696,1.81092,1.79463
2034,1.22917,1.80943,2.07334,1.84389,1.58575,1.92707,1.43709,1.80709,1.39216,1.63306,1.58411,1.67372,1.72609,1.22343,1.83563,2.04769,1.60736,1.61648,1.228,1.96667,1.5336,1.63975,1.71134,1.76,1.76491,1.3178,2.06281,1.80875,2.50417,1.5615,1.48774,1.71114,1.86027,1.72186,1.72053,1.62927,1.6514,1.42948,1.32154,1.33651,1.56484,1.80738,1.20306,1.40927,1.36268,2.00626,1.54902,1.75551,1.56917,1.85458,1.63916,1.69982,1.80061,1.5256,2.23746,1.08334,1.27732,1.36867,1.52903,0.89201,1.661,1.75388,1.78964,1.73154,1.50238,1.65695,1.52824,1.67029,1.6479,1.51646,1.8062,1.60694,1.62398,1.40405,1.6264,1.35733,1.75191,0.59142,1.89965,1.9978,2.04244,1.62952,1.53764,1.27861,1.82365,1.52392,2.08597,1.62655,1.89589,1.50413,1.59871,1.9799,1.50417,1.62415,1.52493,1.75752,1.33898,1.69255,1.62452,1.67948,1.40034,1.81571,1.69203,1.37524,1.70029,1.65648,2.17942,1.57329,1.59441,1.9069,1.58076,2.06849,1.72757,1.3775,1.93476,1.11872,2.07878,1.80845,1.54177,1.1848,1.63821,1.84976,1.35577,1.78057,1.99546,1.36268,1.74536,1.31186,1.29243,1.54309,1.18949,1.79017,1.78416,1.52605,1.88089,1.06792,1.88949,1.70372,2.11528,1.99311,1.83033,1.19158,1.56822,1.64742,1.58607,1.68781,1.81725,1.65471,1.64419,1.59835,1.80064,1.79836,1.55186,1.99214,1.76222,1.52156,1.95075,1.80207,1.24413,1.65287,1.68723,1.31049,1.65166,1.72464,1.73222,1.27166,2.05231,1.84565,1.75626,1.43275,1.11899,1.91117,1.77422,1.8347,1.81575
2035,1.24488,1.83164,2.11864,1.86753,1.6105,1.95199,1.45582,1.8361,1.40999,1.65519,1.60457,1.70051,1.74722,1.24179,1.86257,2.07588,1.62608,1.63818,1.24191,1.99247,1.55353,1.66516,1.72997,1.78822,1.7883,1.33624,2.08922,1.83313,2.53949,1.58213,1.50769,1.73336,1.89156,1.74657,1.74058,1.6485,1.67163,1.44853,1.33724,1.36891,1.58514,1.83159,1.21697,1.43009,1.37895,2.03866,1.56734,1.78004,1.59041,1.87895,1.65964,1.72759,1.82466,1.55109,2.26841,1.09242,1.29321,1.38865,1.54713,0.90483,1.68558,1.77913,1.81391,1.75301,1.53041,1.67898,1.54748,1.69135,1.66873,1.53372,1.83404,1.62904,1.64917,1.41935,1.65163,1.37334,1.7753,0.59831,1.94062,2.03568,2.07151,1.6622,1.56174,1.2947,1.85327,1.55781,2.11484,1.64537,1.92332,1.52465,1.6391,2.00908,1.52379,1.66443,1.54477,1.78214,1.35809,1.71533,1.65013,1.71006,1.41977,1.84854,1.71401,1.39499,1.72114,1.68121,2.20793,1.5874,1.61511,1.93452,1.5997,2.09425,1.74707,1.39499,1.96091,1.13615,2.10718,1.83621,1.56226,1.20154,1.66424,1.87608,1.37463,1.80274,2.03846,1.38158,1.76672,1.32887,1.30469,1.56481,1.20228,1.82035,1.80535,1.54685,1.90628,1.08239,1.9161,1.72457,2.14202,2.0173,1.85388,1.20486,1.58801,1.66833,1.60532,1.71236,1.84246,1.67468,1.66336,1.62141,1.82506,1.83874,1.56769,2.01866,1.78711,1.54115,1.98925,1.8352,1.2595,1.69078,1.71748,1.32612,1.67116,1.74411,1.75643,1.28914,2.08782,1.87469,1.78075,1.45021,1.13394,1.93712,1.79672,1.85778,1.84315
2036,1.25548,1.85279,2.13961,1.88979,1.62915,1.97849,1.47506,1.85842,1.4238,1.67525,1.63087,1.72249,1.7627,1.25864,1.88433,2.09894,1.64528,1.65874,1.25818,2.01848,1.56969,1.68614,1.75455,1.80398,1.81043,1.34878,2.11849,1.85316,2.56775,1.60323,1.52809,1.75236,1.9158,1.7667,1.75877,1.66572,1.69026,1.47009,1.3506,1.38006,1.60709,1.85735,1.22396,1.44679,1.39477,2.06045,1.58045,1.79928,1.60669,1.89818,1.6805,1.7326,1.84858,1.57212,2.29066,1.10873,1.31023,1.40726,1.561,0.90529,1.7026,1.7991,1.83874,1.77067,1.54909,1.69516,1.56308,1.7094,1.68811,1.55043,1.8531,1.64289,1.66936,1.43593,1.67336,1.38478,1.79559,0.59615,1.96341,2.0564,2.08561,1.68014,1.57963,1.30832,1.87713,1.5729,2.13964,1.6625,1.94737,1.54066,1.65897,2.03426,1.54044,1.67709,1.5626,1.80357,1.37325,1.73439,1.66131,1.71869,1.43644,1.86852,1.73651,1.41467,1.74167,1.69985,2.23187,1.60804,1.6352,1.95824,1.61989,2.11864,1.76512,1.40895,1.98446,1.15237,2.12786,1.85491,1.579,1.21372,1.67744,1.89816,1.3915,1.82301,2.05801,1.40071,1.78841,1.34485,1.32092,1.57888,1.21596,1.84506,1.83206,1.56581,1.92954,1.09917,1.93725,1.73801,2.16985,2.03915,1.87166,1.21653,1.60898,1.68397,1.62594,1.73384,1.86496,1.69269,1.68841,1.64568,1.84261,1.8551,1.5916,2.04157,1.80735,1.55926,2.01179,1.86043,1.26939,1.70775,1.73754,1.34206,1.68846,1.76165,1.77767,1.30441,2.10913,1.90033,1.80236,1.46754,1.14929,1.9547,1.8183,1.87986,1.86749
2037,1.27107,1.87321,2.16385,1.91078,1.65807,1.99563,1.49051,1.88749,1.44061,1.69467,1.64911,1.74867,1.7861,1.27141,1.90696,2.12039,1.66372,1.68914,1.26814,2.04075,1.58816,1.71171,1.77316,1.82879,1.82868,1.36351,2.14394,1.87441,2.59765,1.62762,1.54629,1.77263,1.93892,1.78524,1.77924,1.68572,1.71015,1.48419,1.36556,1.40191,1.62298,1.87132,1.24383,1.46337,1.41215,2.08894,1.60052,1.82145,1.62912,1.91958,1.70047,1.76084,1.86659,1.59241,2.31762,1.12254,1.32726,1.42337,1.58151,0.91838,1.73556,1.81701,1.85727,1.79134,1.57024,1.7141,1.58003,1.72865,1.70559,1.56874,1.87772,1.66389,1.6943,1.45365,1.69439,1.40222,1.81868,0.60557,1.9849,2.08734,2.11106,1.70352,1.60844,1.32325,1.90367,1.59576,2.16724,1.68401,1.97726,1.55752,1.67272,2.06313,1.55532,1.70238,1.57959,1.8243,1.38779,1.75575,1.68269,1.74237,1.45242,1.89537,1.75707,1.43074,1.76103,1.73214,2.25551,1.62354,1.66295,1.98237,1.64057,2.14019,1.78884,1.42493,2.00765,1.16848,2.15242,1.87528,1.59365,1.22698,1.69747,1.92356,1.40851,1.84504,2.07976,1.41589,1.80735,1.35769,1.33461,1.59955,1.23001,1.86765,1.8521,1.59225,1.95111,1.1156,1.96648,1.76264,2.19209,2.06076,1.89375,1.22815,1.62637,1.70346,1.64268,1.76271,1.88253,1.71268,1.70581,1.66713,1.8636,1.87891,1.60542,2.06274,1.82777,1.57382,2.03471,1.88201,1.2801,1.72967,1.76103,1.35709,1.70752,1.78377,1.7958,1.32221,2.13797,1.92777,1.82039,1.48274,1.16281,1.97972,1.83976,1.90085,1.88868
2038,1.28191,1.89782,2.20451,1.93295,1.69108,2.02825,1.51289,1.92392,1.45043,1.71833,1.68995,1.78318,1.79782,1.30943,1.92656,2.14411,1.69363,1.7232,1.29357,2.06737,1.60741,1.74822,1.80858,1.86219,1.8486,1.37711,2.17027,1.89537,2.64033,1.66461,1.56647,1.78955,1.97556,1.80348,1.79462,1.69689,1.72494,1.49975,1.38594,1.43113,1.6681,1.89507,1.26672,1.49977,1.43009,2.12625,1.60995,1.85628,1.66143,1.94201,1.73038,1.78674,1.8848,1.62439,2.3514,1.1319,1.3461,1.45894,1.59034,0.94609,1.76638,1.83701,1.87699,1.8077,1.60067,1.7336,1.59226,1.74453,1.72272,1.57851,1.90883,1.67866,1.73308,1.47325,1.7347,1.40918,1.84486,0.63845,2.02169,2.12505,2.13522,1.73611,1.64042,1.33994,1.94109,1.62587,2.21286,1.69376,2.01269,1.57373,1.70703,2.09995,1.57372,1.73305,1.59631,1.85814,1.39932,1.77995,1.71736,1.76734,1.49298,1.93099,1.79563,1.44943,1.79053,1.76628,2.28452,1.64825,1.69508,2.02772,1.66017,2.17034,1.81166,1.43603,2.03495,1.17991,2.18074,1.89496,1.60986,1.26116,1.72312,1.95583,1.42867,1.86813,2.11972,1.42719,1.8253,1.37077,1.3417,1.63904,1.24801,1.90375,1.87503,1.6231,1.99029,1.12608,2.00205,1.77453,2.22655,2.08731,1.91435,1.23774,1.64032,1.72007,1.65756,1.79699,1.904,1.7281,1.75229,1.70611,1.89007,1.91757,1.62909,2.08716,1.84691,1.5905,2.07276,1.91994,1.29412,1.76234,1.79473,1.38227,1.72262,1.79692,1.83921,1.3394,2.17545,1.96544,1.84015,1.50004,1.1741,2.00258,1.86629,1.92532,1.91293
2039,1.29731,1.91739,2.22029,1.95812,1.69543,2.0517,1.53253,1.93263,1.47204,1.73853,1.6985,1.78895,1.82314,1.31176,1.95229,2.17531,1.71104,1.72603,1.30532,2.0944,1.63008,1.75647,1.82705,1.87415,1.87119,1.39684,2.19541,1.92205,2.6677,1.66975,1.58652,1.81628,1.98684,1.82903,1.81743,1.72057,1.74826,1.51797,1.4018,1.43281,1.67593,1.91735,1.27444,1.50587,1.45138,2.1429,1.63589,1.87214,1.6737,1.96475,1.74854,1.80236,1.90843,1.63352,2.36925,1.14974,1.36237,1.46786,1.61514,0.94279,1.77323,1.86258,1.90057,1.83249,1.60997,1.75588,1.61601,1.76814,1.74443,1.60262,1.92402,1.6991,1.73941,1.49523,1.7435,1.43124,1.86551,0.61794,2.04141,2.13487,2.15213,1.74385,1.64538,1.36018,1.94861,1.63287,2.22942,1.71814,2.02209,1.59329,1.71838,2.11282,1.59397,1.74155,1.6159,1.87395,1.41886,1.80129,1.72978,1.7858,1.50123,1.9417,1.80764,1.4663,1.80957,1.76976,2.31798,1.67028,1.6995,2.04053,1.67759,2.20088,1.83117,1.45744,2.05878,1.19242,2.20807,1.92175,1.63225,1.26266,1.73614,1.97307,1.44806,1.8924,2.13309,1.44519,1.84689,1.39054,1.35816,1.64817,1.26609,1.91336,1.89835,1.6288,2.0077,1.13674,2.01842,1.80097,2.25056,2.11366,1.93991,1.25317,1.66237,1.74337,1.67927,1.80528,1.9272,1.75048,1.7623,1.71563,1.9066,1.92601,1.65078,2.11676,1.87148,1.6118,2.08985,1.9302,1.30791,1.77376,1.8055,1.39513,1.74328,1.82477,1.85194,1.35615,2.19173,1.97406,1.86117,1.5195,1.19179,2.02916,1.88897,1.94527,1.93656
