Entity,Code,Year,Share of the population using safely managed drinking water services,Country ID
Uzbekistan,UZB,2010,66.90957,860
Uzbekistan,UZB,2011,68.066696,860
Uzbekistan,UZB,2012,69.11726,860
Uzbekistan,UZB,2013,70.178894,860
Uzbekistan,UZB,2014,71.251625,860
Uzbekistan,UZB,2015,72.33551,860
Uzbekistan,UZB,2016,73.430595,860
Uzbekistan,UZB,2017,74.53692,860
Uzbekistan,UZB,2018,75.66172,860
Uzbekistan,UZB,2019,76.77456,860
Uzbekistan,UZB,2020,77.788475,860
Uzbekistan,UZB,2021,78.8126,860
Uzbekistan,UZB,2022,79.8453,860
Vietnam,VNM,2000,45.639004,704
Vietnam,VNM,2001,46.203968,704
Vietnam,VNM,2002,46.769115,704
Vietnam,VNM,2003,47.3329,704
Vietnam,VNM,2004,47.896313,704
Vietnam,VNM,2005,48.458206,704
Vietnam,VNM,2006,49.019196,704
Vietnam,VNM,2007,49.579193,704
Vietnam,VNM,2008,50.137768,704
Vietnam,VNM,2009,50.69552,704
Vietnam,VNM,2010,51.256012,704
Vietnam,VNM,2011,51.81474,704
Vietnam,VNM,2012,52.37195,704
Vietnam,VNM,2013,52.92625,704
Vietnam,VNM,2014,53.478878,704
Vietnam,VNM,2015,54.029423,704
Vietnam,VNM,2016,54.577488,704
Vietnam,VNM,2017,55.121456,704
Vietnam,VNM,2018,55.66161,704
Vietnam,VNM,2019,56.197914,704
Vietnam,VNM,2020,56.73035,704
Vietnam,VNM,2021,57.257984,704
Vietnam,VNM,2022,57.78141,704
Zimbabwe,ZWE,2000,29.193327,716
Zimbabwe,ZWE,2001,29.344763,716
Zimbabwe,ZWE,2002,29.475264,716
Zimbabwe,ZWE,2003,29.447128,716
Zimbabwe,ZWE,2004,29.389412,716
Zimbabwe,ZWE,2005,29.194473,716
Zimbabwe,ZWE,2006,28.99888,716
Zimbabwe,ZWE,2007,28.803019,716
Zimbabwe,ZWE,2008,28.606516,716
Zimbabwe,ZWE,2009,28.409765,716
Zimbabwe,ZWE,2010,28.212395,716
Zimbabwe,ZWE,2011,28.014801,716
Zimbabwe,ZWE,2012,27.816599,716
Zimbabwe,ZWE,2013,27.6182,716
Zimbabwe,ZWE,2014,27.43137,716
Zimbabwe,ZWE,2015,27.256817,716
Zimbabwe,ZWE,2016,27.094454,716
Zimbabwe,ZWE,2017,26.944588,716
Zimbabwe,ZWE,2018,26.807938,716
Zimbabwe,ZWE,2019,26.683977,716
Zimbabwe,ZWE,2020,26.573847,716
Zimbabwe,ZWE,2021,26.476995,716
Zimbabwe,ZWE,2022,26.516428,716
