Entity,Code,Year,"Age-standardized deaths from infectious and parasitic diseases in both sexes per 100,000 people",Country ID
France,FRA,1953,48.72641,250
France,FRA,1954,43.182957,250
France,FRA,1955,40.716755,250
France,FRA,1956,37.444473,250
France,FRA,1957,35.91777,250
France,FRA,1958,31.140894,250
France,FRA,1959,30.4073,250
France,FRA,1960,27.38879,250
France,FRA,1961,25.628588,250
France,FRA,1962,24.305754,250
France,FRA,1963,23.705084,250
France,FRA,1964,20.744205,250
France,FRA,1965,19.307852,250
France,FRA,1966,18.353327,250
France,FRA,1967,17.826475,250
France,FRA,1968,15.759357,250
France,FRA,1969,15.251189,250
France,FRA,1970,13.779649,250
France,FRA,1971,13.171007,250
France,FRA,1972,13.196539,250
France,FRA,1973,13.3251,250
France,FRA,1974,13.057163,250
France,FRA,1975,12.825664,250
France,FRA,1976,12.770162,250
France,FRA,1977,12.072485,250
France,FRA,1978,11.817358,250
France,FRA,1979,9.582664,250
France,FRA,1980,9.578538,250
France,FRA,1981,9.412908,250
France,FRA,1982,8.884425,250
France,FRA,1983,9.041143,250
France,FRA,1984,8.519195,250
France,FRA,1985,8.617381,250
France,FRA,1986,8.496241,250
France,FRA,1987,9.221862,250
France,FRA,1988,9.668817,250
France,FRA,1989,10.731915,250
France,FRA,1990,11.920707,250
France,FRA,1991,13.189966,250
France,FRA,1992,14.04655,250
France,FRA,1993,14.73956,250
France,FRA,1994,15.13032,250
France,FRA,1995,14.960947,250
France,FRA,1996,12.405626,250
France,FRA,1997,8.578204,250
France,FRA,1998,7.926393,250
France,FRA,1999,7.7743945,250
France,FRA,2000,10.208153,250
France,FRA,2001,9.618338,250
France,FRA,2002,9.608512,250
France,FRA,2003,9.901717,250
France,FRA,2004,8.625766,250
France,FRA,2005,8.605917,250
France,FRA,2006,8.218209,250
France,FRA,2007,7.9479494,250
France,FRA,2008,8.2260895,250
France,FRA,2009,7.984699,250
France,FRA,2010,7.6869903,250
France,FRA,2011,7.877326,250
France,FRA,2012,7.591704,250
France,FRA,2013,6.8465476,250
France,FRA,2014,6.3564334,250
France,FRA,2015,6.451566,250
France,FRA,2016,6.008622,250
France,FRA,2017,6.3851466,250
France,FRA,2018,6.0707207,250
France,FRA,2019,6.1882,250
France,FRA,2020,5.6112423,250
Georgia,GEO,1981,18.602045,268
Georgia,GEO,1982,18.170725,268
Georgia,GEO,1985,17.927631,268
Georgia,GEO,1986,17.579353,268
Georgia,GEO,1987,16.793629,268
Georgia,GEO,1988,16.724417,268
Georgia,GEO,1989,14.9678955,268
Georgia,GEO,1990,13.060767,268
Georgia,GEO,1991,11.9606285,268
Georgia,GEO,1992,12.363714,268
Georgia,GEO,1994,10.726081,268
Georgia,GEO,1995,11.563602,268
Georgia,GEO,1996,11.199856,268
Georgia,GEO,1997,10.727002,268
Georgia,GEO,1998,9.529216,268
Georgia,GEO,1999,10.222597,268
Georgia,GEO,2000,9.156784,268
Georgia,GEO,2001,8.273376,268
Georgia,GEO,2004,10.586253,268
Georgia,GEO,2005,6.9847198,268
Georgia,GEO,2006,5.151653,268
Georgia,GEO,2007,6.178912,268
Georgia,GEO,2009,7.317918,268
Georgia,GEO,2010,4.13014,268
Georgia,GEO,2011,7.744367,268
Georgia,GEO,2012,9.416319,268
Georgia,GEO,2013,9.560818,268
Georgia,GEO,2014,11.985209,268
Georgia,GEO,2015,10.747757,268
Georgia,GEO,2016,11.540406,268
Georgia,GEO,2017,14.4761095,268
Georgia,GEO,2018,12.448756,268
Georgia,GEO,2019,15.263545,268
Georgia,GEO,2020,15.052551,268
Georgia,GEO,2021,12.592241,268
Germany,DEU,1990,6.524587,276
Germany,DEU,1991,6.466567,276
Germany,DEU,1992,6.4032288,276
Germany,DEU,1993,6.735323,276
Germany,DEU,1994,6.92848,276
Germany,DEU,1995,6.812928,276
Germany,DEU,1996,6.585985,276
Germany,DEU,1997,5.8818226,276
Germany,DEU,1998,5.8638196,276
Germany,DEU,1999,6.5984554,276
Germany,DEU,2000,7.1646094,276
Germany,DEU,2001,7.1498065,276
Germany,DEU,2002,7.0578084,276
Germany,DEU,2003,7.1688566,276
Germany,DEU,2004,7.0400543,276
Germany,DEU,2005,7.38768,276
Germany,DEU,2006,7.3258004,276
Germany,DEU,2007,7.834632,276
Germany,DEU,2008,8.034076,276
Germany,DEU,2009,8.202672,276
Germany,DEU,2010,7.922966,276
Germany,DEU,2011,8.27287,276
Germany,DEU,2012,8.708813,276
Germany,DEU,2013,8.827124,276
Germany,DEU,2014,8.484909,276
Germany,DEU,2015,9.062818,276
Germany,DEU,2016,7.6129217,276
Germany,DEU,2017,7.504209,276
Germany,DEU,2018,7.642964,276
Germany,DEU,2019,6.8760443,276
Germany,DEU,2020,6.167318,276
Greece,GRC,1961,41.916092,300
Greece,GRC,1962,41.331154,300
Greece,GRC,1963,30.433918,300
Greece,GRC,1964,27.59308,300
Greece,GRC,1965,26.088804,300
Greece,GRC,1966,23.952032,300
Greece,GRC,1967,22.431675,300
Greece,GRC,1968,27.197668,300
Greece,GRC,1969,24.656979,300
Greece,GRC,1970,21.387918,300
Greece,GRC,1971,16.74724,300
Greece,GRC,1972,16.781897,300
Greece,GRC,1973,15.60278,300
Greece,GRC,1974,13.985718,300
Greece,GRC,1975,13.498507,300
Greece,GRC,1976,13.052515,300
Greece,GRC,1977,12.659828,300
Greece,GRC,1978,10.709875,300
Greece,GRC,1979,7.6426954,300
Greece,GRC,1980,7.197648,300
Greece,GRC,1981,6.708844,300
Greece,GRC,1982,6.373157,300
Greece,GRC,1983,6.6925535,300
Greece,GRC,1984,5.5665245,300
Greece,GRC,1985,5.305913,300
Greece,GRC,1986,4.3060865,300
Greece,GRC,1987,4.7852473,300
Greece,GRC,1988,4.5882063,300
Greece,GRC,1989,4.320622,300
Greece,GRC,1990,3.70731,300
Greece,GRC,1991,3.4514015,300
Greece,GRC,1992,4.126967,300
Greece,GRC,1993,4.1559176,300
Greece,GRC,1994,4.820692,300
Greece,GRC,1995,4.6266804,300
Greece,GRC,1996,4.8301525,300
Greece,GRC,1997,4.775533,300
Greece,GRC,1998,4.759894,300
Greece,GRC,1999,3.6371784,300
Greece,GRC,2000,3.3731956,300
Greece,GRC,2001,3.5689828,300
Greece,GRC,2002,4.221325,300
Greece,GRC,2003,4.043176,300
Greece,GRC,2004,3.5044014,300
Greece,GRC,2005,3.9020689,300
Greece,GRC,2006,3.7547646,300
Greece,GRC,2007,4.4534845,300
Greece,GRC,2008,4.741091,300
Greece,GRC,2009,4.927023,300
Greece,GRC,2010,4.374621,300
Greece,GRC,2011,3.8211393,300
Greece,GRC,2012,4.3215537,300
Greece,GRC,2013,4.176277,300
Greece,GRC,2014,10.915922,300
Greece,GRC,2015,11.444409,300
Greece,GRC,2016,11.537069,300
Greece,GRC,2017,11.793596,300
Greece,GRC,2018,10.7073555,300
Greece,GRC,2019,11.067044,300
Greece,GRC,2020,10.06114,300
Guatemala,GTM,1963,656.6131,320
Guatemala,GTM,1964,640.1446,320
Guatemala,GTM,1965,570.3913,320
Guatemala,GTM,1966,513.29266,320
Guatemala,GTM,1967,467.50494,320
Guatemala,GTM,1968,502.0377,320
Guatemala,GTM,1969,615.8917,320
Guatemala,GTM,1970,539.89746,320
Guatemala,GTM,1971,454.7311,320
Guatemala,GTM,1974,277.1303,320
Guatemala,GTM,1975,322.29678,320
Guatemala,GTM,1976,316.23077,320
Guatemala,GTM,1977,257.32382,320
Guatemala,GTM,1978,250.01308,320
Guatemala,GTM,1979,291.66263,320
Guatemala,GTM,1980,240.32765,320
Guatemala,GTM,1981,233.07484,320
Guatemala,GTM,1984,212.55276,320
Guatemala,GTM,1986,210.91124,320
Guatemala,GTM,1987,206.64745,320
Guatemala,GTM,1988,177.5392,320
Guatemala,GTM,1989,152.13426,320
Guatemala,GTM,1990,179.32047,320
Guatemala,GTM,1991,149.77837,320
Guatemala,GTM,1992,118.22647,320
Guatemala,GTM,1993,112.39948,320
Guatemala,GTM,1994,113.78949,320
Guatemala,GTM,1995,85.97301,320
Guatemala,GTM,1996,77.62612,320
Guatemala,GTM,1997,80.79396,320
Guatemala,GTM,1998,84.85,320
Guatemala,GTM,1999,61.83211,320
Guatemala,GTM,2000,65.00065,320
Guatemala,GTM,2001,63.01392,320
Guatemala,GTM,2002,59.14157,320
Guatemala,GTM,2003,55.54937,320
Guatemala,GTM,2004,51.266087,320
Guatemala,GTM,2005,54.141346,320
Guatemala,GTM,2006,50.310497,320
Guatemala,GTM,2007,49.298943,320
Guatemala,GTM,2008,48.174297,320
Guatemala,GTM,2009,42.994038,320
Guatemala,GTM,2010,41.627537,320
Guatemala,GTM,2011,38.160194,320
Guatemala,GTM,2012,33.239563,320
Guatemala,GTM,2013,35.30415,320
Guatemala,GTM,2014,36.04144,320
Guatemala,GTM,2015,32.45596,320
Guatemala,GTM,2016,32.724735,320
Guatemala,GTM,2017,30.02808,320
Guatemala,GTM,2018,26.890741,320
Guatemala,GTM,2019,30.555267,320
Guatemala,GTM,2020,25.114862,320
Guatemala,GTM,2021,30.26224,320
Guyana,GUY,1977,114.44559,328
Guyana,GUY,1979,64.20965,328
Guyana,GUY,1984,23.211288,328
Guyana,GUY,1988,55.592934,328
Guyana,GUY,1989,54.290348,328
Guyana,GUY,1990,39.355797,328
Guyana,GUY,1991,38.77304,328
Guyana,GUY,1992,41.982777,328
Guyana,GUY,1993,53.361946,328
Guyana,GUY,1994,45.06467,328
Guyana,GUY,1995,68.30459,328
Guyana,GUY,1996,57.245636,328
Guyana,GUY,1997,59.11995,328
Guyana,GUY,1998,55.47575,328
Guyana,GUY,1999,43.364532,328
Guyana,GUY,2001,113.3669,328
Guyana,GUY,2002,119.34487,328
Guyana,GUY,2003,100.854065,328
Guyana,GUY,2004,109.07706,328
Guyana,GUY,2005,108.32929,328
Guyana,GUY,2006,90.71067,328
Guyana,GUY,2007,91.86652,328
Guyana,GUY,2008,81.38423,328
Guyana,GUY,2009,70.51062,328
Guyana,GUY,2010,87.71726,328
Guyana,GUY,2011,84.415016,328
Guyana,GUY,2012,91.85447,328
Guyana,GUY,2013,82.396965,328
Guyana,GUY,2014,67.50539,328
Guyana,GUY,2015,71.44901,328
Guyana,GUY,2016,47.746532,328
Guyana,GUY,2017,48.804794,328
Guyana,GUY,2018,43.712006,328
Guyana,GUY,2019,43.930218,328
Hungary,HUN,1955,62.188503,348
Hungary,HUN,1956,61.97809,348
Hungary,HUN,1957,62.450176,348
Hungary,HUN,1958,56.660828,348
Hungary,HUN,1959,50.62092,348
Hungary,HUN,1960,46.58865,348
Hungary,HUN,1961,41.787033,348
Hungary,HUN,1962,46.403976,348
Hungary,HUN,1963,38.414112,348
Hungary,HUN,1964,36.306885,348
Hungary,HUN,1965,32.942146,348
Hungary,HUN,1966,29.158346,348
Hungary,HUN,1967,27.89881,348
Hungary,HUN,1968,25.437305,348
Hungary,HUN,1969,24.868664,348
Hungary,HUN,1970,23.876627,348
Hungary,HUN,1971,21.669954,348
Hungary,HUN,1972,18.829462,348
Hungary,HUN,1973,19.255196,348
Hungary,HUN,1974,17.946898,348
Hungary,HUN,1975,16.294554,348
Hungary,HUN,1976,15.6139145,348
Hungary,HUN,1977,13.695568,348
Hungary,HUN,1978,13.727306,348
Hungary,HUN,1979,12.073416,348
Hungary,HUN,1980,12.420717,348
Hungary,HUN,1981,11.735552,348
Hungary,HUN,1982,11.399469,348
Hungary,HUN,1983,11.813907,348
Hungary,HUN,1984,10.503575,348
Hungary,HUN,1985,9.517385,348
Hungary,HUN,1986,9.016166,348
Hungary,HUN,1987,9.478184,348
Hungary,HUN,1988,8.819535,348
Hungary,HUN,1989,9.611075,348
Hungary,HUN,1990,8.216599,348
Hungary,HUN,1991,8.1926565,348
Hungary,HUN,1992,8.065403,348
Hungary,HUN,1993,8.319898,348
Hungary,HUN,1994,7.804573,348
Hungary,HUN,1995,7.223594,348
Hungary,HUN,1996,7.1819468,348
Hungary,HUN,1997,6.5565805,348
Hungary,HUN,1998,6.631079,348
Hungary,HUN,1999,6.428302,348
Hungary,HUN,2000,5.644474,348
Hungary,HUN,2001,5.2370753,348
Hungary,HUN,2002,4.888753,348
Hungary,HUN,2003,4.08248,348
Hungary,HUN,2004,4.4452987,348
Hungary,HUN,2005,4.3447456,348
Hungary,HUN,2006,3.6178353,348
Hungary,HUN,2007,3.791469,348
Hungary,HUN,2008,3.3627195,348
Hungary,HUN,2009,3.4302142,348
Hungary,HUN,2010,3.517653,348
Hungary,HUN,2011,4.0285497,348
Hungary,HUN,2012,5.5748076,348
Hungary,HUN,2013,5.3885174,348
Hungary,HUN,2014,4.7629685,348
Hungary,HUN,2015,5.2384405,348
Hungary,HUN,2016,4.554243,348
Hungary,HUN,2017,4.275976,348
Hungary,HUN,2018,4.194217,348
Hungary,HUN,2019,3.9782472,348
Hungary,HUN,2020,4.166694,348
Hungary,HUN,2021,4.6024256,348
Hungary,HUN,2022,4.233575,348
Iceland,ISL,1951,40.208103,352
Iceland,ISL,1952,24.192461,352
Iceland,ISL,1953,20.217384,352
Iceland,ISL,1954,21.938288,352
Iceland,ISL,1955,13.030498,352
Iceland,ISL,1956,21.171717,352
Iceland,ISL,1957,14.368182,352
Iceland,ISL,1958,16.440712,352
Iceland,ISL,1959,13.545553,352
Iceland,ISL,1960,11.185784,352
Iceland,ISL,1961,8.406636,352
Iceland,ISL,1962,11.86034,352
Iceland,ISL,1963,10.772085,352
Iceland,ISL,1964,11.904633,352
Iceland,ISL,1965,10.827832,352
Iceland,ISL,1966,11.3208,352
Iceland,ISL,1967,12.445215,352
Iceland,ISL,1968,5.266205,352
Iceland,ISL,1969,7.660122,352
Iceland,ISL,1970,5.0967197,352
Iceland,ISL,1971,6.066963,352
Iceland,ISL,1972,3.1554723,352
Iceland,ISL,1973,6.596641,352
Iceland,ISL,1974,5.805341,352
Iceland,ISL,1975,6.8229218,352
Iceland,ISL,1976,8.750909,352
Iceland,ISL,1977,5.2082963,352
Iceland,ISL,1978,5.0170307,352
Iceland,ISL,1979,7.808979,352
Iceland,ISL,1980,4.0024533,352
Iceland,ISL,1981,5.457706,352
Iceland,ISL,1982,2.8157089,352
Iceland,ISL,1983,3.454492,352
Iceland,ISL,1984,3.761937,352
Iceland,ISL,1985,5.520952,352
Iceland,ISL,1986,5.6426945,352
Iceland,ISL,1987,2.7424502,352
Iceland,ISL,1988,4.990758,352
Iceland,ISL,1989,3.912209,352
Iceland,ISL,1990,5.3187814,352
Iceland,ISL,1991,4.389038,352
Iceland,ISL,1992,3.933167,352
Iceland,ISL,1993,5.38907,352
Iceland,ISL,1994,5.214825,352
Iceland,ISL,1995,6.3756757,352
Iceland,ISL,1996,3.6030092,352
Iceland,ISL,1997,2.6780293,352
Iceland,ISL,1998,3.9260478,352
Iceland,ISL,1999,4.9062757,352
Iceland,ISL,2000,6.819026,352
Iceland,ISL,2001,4.277984,352
Iceland,ISL,2002,3.3916962,352
Iceland,ISL,2003,4.9943876,352
Iceland,ISL,2004,3.4512687,352
Iceland,ISL,2005,2.314496,352
Iceland,ISL,2006,4.5111103,352
Iceland,ISL,2007,5.439439,352
Iceland,ISL,2008,4.3115563,352
Iceland,ISL,2009,2.3817348,352
Iceland,ISL,2010,2.7717881,352
Iceland,ISL,2011,3.021132,352
Iceland,ISL,2012,4.281993,352
Iceland,ISL,2013,3.3146057,352
Iceland,ISL,2014,4.781465,352
Iceland,ISL,2015,3.229061,352
Iceland,ISL,2016,2.4607031,352
Iceland,ISL,2017,3.6552382,352
Iceland,ISL,2018,3.423291,352
Iceland,ISL,2019,3.0064602,352
Iceland,ISL,2020,2.7667446,352
Iceland,ISL,2021,3.6584666,352
Iceland,ISL,2022,5.5189614,352
Iran,IRN,2013,8.583737,364
Iran,IRN,2014,8.273049,364
Iran,IRN,2015,10.235234,364
Iran,IRN,2016,8.323379,364
Iran,IRN,2017,8.676917,364
Iraq,IRQ,2008,23.77265,368
Iraq,IRQ,2015,15.532388,368
Iraq,IRQ,2016,18.078346,368
Ireland,IRL,1950,106.19158,372
Ireland,IRL,1951,97.73889,372
Ireland,IRL,1952,75.20614,372
Ireland,IRL,1953,58.38706,372
Ireland,IRL,1954,50.352375,372
Ireland,IRL,1955,45.134808,372
Ireland,IRL,1956,36.24095,372
Ireland,IRL,1957,35.46789,372
Ireland,IRL,1958,31.27391,372
Ireland,IRL,1959,28.453426,372
Ireland,IRL,1960,26.267517,372
Ireland,IRL,1961,25.265863,372
Ireland,IRL,1962,22.8061,372
Ireland,IRL,1963,21.839792,372
Ireland,IRL,1964,22.675602,372
Ireland,IRL,1965,18.960543,372
Ireland,IRL,1966,20.311726,372
Ireland,IRL,1967,17.538923,372
Ireland,IRL,1968,16.901539,372
Ireland,IRL,1969,14.544003,372
Ireland,IRL,1970,13.91858,372
Ireland,IRL,1971,10.872885,372
Ireland,IRL,1972,10.994637,372
Ireland,IRL,1973,10.282625,372
Ireland,IRL,1974,10.718379,372
Ireland,IRL,1975,9.955934,372
Ireland,IRL,1976,9.676077,372
Ireland,IRL,1977,9.896677,372
Ireland,IRL,1978,9.590969,372
Ireland,IRL,1979,9.138499,372
Ireland,IRL,1980,9.003828,372
Ireland,IRL,1981,6.85187,372
Ireland,IRL,1982,7.4044027,372
Ireland,IRL,1983,6.769255,372
Ireland,IRL,1984,5.686845,372
Ireland,IRL,1985,6.7345076,372
Ireland,IRL,1986,6.5077486,372
Ireland,IRL,1987,4.9757013,372
Ireland,IRL,1988,4.8155856,372
Ireland,IRL,1989,5.514823,372
Ireland,IRL,1990,5.067493,372
Ireland,IRL,1991,5.271558,372
Ireland,IRL,1992,5.3562684,372
Ireland,IRL,1993,5.4424224,372
Ireland,IRL,1994,4.851272,372
Ireland,IRL,1995,5.526291,372
Ireland,IRL,1996,4.738003,372
Ireland,IRL,1997,4.846574,372
Ireland,IRL,1998,5.060226,372
Ireland,IRL,1999,5.0890694,372
Ireland,IRL,2000,4.874824,372
Ireland,IRL,2001,3.998796,372
Ireland,IRL,2002,4.0796137,372
Ireland,IRL,2003,3.157636,372
Ireland,IRL,2004,3.1731343,372
Ireland,IRL,2005,3.5323706,372
Ireland,IRL,2006,2.9114892,372
Ireland,IRL,2007,4.4689517,372
Ireland,IRL,2008,3.9129624,372
Ireland,IRL,2009,4.5830107,372
Ireland,IRL,2010,4.460951,372
Ireland,IRL,2011,3.7547867,372
Ireland,IRL,2012,3.6926022,372
Ireland,IRL,2013,3.7163765,372
Ireland,IRL,2014,4.1901417,372
Ireland,IRL,2015,4.866313,372
Ireland,IRL,2016,4.916808,372
Ireland,IRL,2017,3.6819022,372
Ireland,IRL,2018,3.6929617,372
Ireland,IRL,2019,3.1270256,372
Ireland,IRL,2020,3.0415487,372
Israel,ISR,1975,17.554377,376
Israel,ISR,1976,15.894236,376
Israel,ISR,1977,14.567218,376
Israel,ISR,1978,15.75737,376
Israel,ISR,1979,13.317081,376
Israel,ISR,1980,12.151583,376
Israel,ISR,1981,13.307203,376
Israel,ISR,1982,11.706642,376
Israel,ISR,1983,12.121407,376
Israel,ISR,1984,14.163889,376
Israel,ISR,1985,13.876978,376
Israel,ISR,1986,14.140011,376
Israel,ISR,1987,12.908131,376
Israel,ISR,1988,11.604953,376
Israel,ISR,1989,11.4793215,376
Israel,ISR,1990,12.727695,376
Israel,ISR,1991,11.098597,376
Israel,ISR,1992,13.9707,376
Israel,ISR,1993,9.585357,376
Israel,ISR,1994,8.876835,376
Israel,ISR,1995,9.708618,376
Israel,ISR,1996,9.884172,376
Israel,ISR,1997,10.272478,376
Israel,ISR,1998,10.890252,376
Israel,ISR,1999,15.292228,376
Israel,ISR,2000,15.474474,376
Israel,ISR,2001,12.868394,376
Israel,ISR,2002,12.766684,376
Israel,ISR,2003,13.013929,376
Israel,ISR,2004,12.600326,376
Israel,ISR,2005,14.06137,376
Israel,ISR,2006,14.36424,376
Israel,ISR,2007,14.427019,376
Israel,ISR,2008,15.510459,376
Israel,ISR,2009,13.844721,376
Israel,ISR,2010,14.639959,376
Israel,ISR,2011,17.48843,376
Israel,ISR,2012,18.735977,376
Israel,ISR,2013,17.576262,376
Israel,ISR,2014,18.84602,376
Israel,ISR,2015,19.7927,376
Israel,ISR,2016,19.248426,376
Israel,ISR,2017,18.387503,376
Israel,ISR,2018,16.389427,376
Israel,ISR,2019,17.12494,376
Israel,ISR,2020,15.016559,376
Italy,ITA,1951,102.97884,380
Italy,ITA,1952,82.883026,380
Italy,ITA,1953,67.09679,380
Italy,ITA,1954,59.00514,380
Italy,ITA,1955,55.48311,380
Italy,ITA,1956,53.682266,380
Italy,ITA,1957,53.08165,380
Italy,ITA,1958,49.568607,380
Italy,ITA,1959,43.934555,380
Italy,ITA,1960,41.270336,380
Italy,ITA,1961,37.64542,380
Italy,ITA,1962,36.432816,380
Italy,ITA,1963,33.73598,380
Italy,ITA,1964,29.810997,380
Italy,ITA,1965,27.61501,380
Italy,ITA,1966,23.804613,380
Italy,ITA,1967,21.643023,380
Italy,ITA,1968,21.025003,380
Italy,ITA,1969,19.651451,380
Italy,ITA,1970,17.480833,380
Italy,ITA,1971,15.698871,380
Italy,ITA,1972,14.199243,380
Italy,ITA,1973,13.645507,380
Italy,ITA,1974,10.401313,380
Italy,ITA,1975,9.439988,380
Italy,ITA,1976,8.133049,380
Italy,ITA,1977,7.1041517,380
Italy,ITA,1978,6.4204416,380
Italy,ITA,1979,5.5188637,380
Italy,ITA,1980,5.2301197,380
Italy,ITA,1981,4.7925653,380
Italy,ITA,1982,4.699925,380
Italy,ITA,1983,4.689032,380
Italy,ITA,1984,4.3064165,380
Italy,ITA,1985,3.3601801,380
Italy,ITA,1986,3.7986186,380
Italy,ITA,1987,3.6757429,380
Italy,ITA,1988,4.368755,380
Italy,ITA,1989,5.0522094,380
Italy,ITA,1990,5.861545,380
Italy,ITA,1991,6.926627,380
Italy,ITA,1992,8.161785,380
Italy,ITA,1993,9.178261,380
Italy,ITA,1994,10.235137,380
Italy,ITA,1995,11.373619,380
Italy,ITA,1996,10.642595,380
Italy,ITA,1997,7.288084,380
Italy,ITA,1998,5.6991825,380
Italy,ITA,1999,5.2666383,380
Italy,ITA,2000,5.0601,380
Italy,ITA,2001,5.0433,380
Italy,ITA,2002,5.3674874,380
Italy,ITA,2003,7.242499,380
Italy,ITA,2004,6.337129,380
Italy,ITA,2005,6.4847183,380
Italy,ITA,2006,6.4876924,380
Italy,ITA,2007,6.74893,380
Italy,ITA,2008,6.713249,380
Italy,ITA,2009,6.8613377,380
Italy,ITA,2010,6.9640274,380
Italy,ITA,2011,7.765716,380
Italy,ITA,2012,8.472328,380
Italy,ITA,2013,8.1898775,380
Italy,ITA,2014,8.084265,380
Italy,ITA,2015,9.2798195,380
Italy,ITA,2016,7.258058,380
Italy,ITA,2017,7.6190577,380
Italy,ITA,2018,7.488191,380
Italy,ITA,2019,7.5416837,380
Italy,ITA,2020,7.101628,380
Jamaica,JAM,1960,102.512985,388
Jamaica,JAM,1961,95.99541,388
Jamaica,JAM,1965,62.35024,388
Jamaica,JAM,1967,60.140583,388
Jamaica,JAM,1977,35.63685,388
Jamaica,JAM,1980,24.597301,388
Jamaica,JAM,1981,23.975555,388
Jamaica,JAM,1982,22.22344,388
Jamaica,JAM,1983,31.905468,388
Jamaica,JAM,1984,31.370012,388
Jamaica,JAM,1985,31.431301,388
Jamaica,JAM,1986,17.516161,388
Jamaica,JAM,1987,18.645868,388
Jamaica,JAM,1988,18.316483,388
Jamaica,JAM,1989,14.8695135,388
Jamaica,JAM,1990,14.726158,388
Jamaica,JAM,1991,11.78469,388
Jamaica,JAM,2000,32.332436,388
Jamaica,JAM,2001,31.9171,388
Jamaica,JAM,2002,31.550053,388
Jamaica,JAM,2003,29.42741,388
Jamaica,JAM,2004,31.793728,388
Jamaica,JAM,2005,30.259914,388
Jamaica,JAM,2006,25.285883,388
Jamaica,JAM,2009,29.228039,388
Jamaica,JAM,2010,29.817215,388
Jamaica,JAM,2011,27.65601,388
Jamaica,JAM,2012,32.61516,388
Jamaica,JAM,2013,28.914465,388
Jamaica,JAM,2014,36.399734,388
Japan,JPN,1950,293.07584,392
Japan,JPN,1951,238.52968,392
Japan,JPN,1952,188.1821,392
Japan,JPN,1953,163.83362,392
Japan,JPN,1954,148.16487,392
Japan,JPN,1955,122.42398,392
Japan,JPN,1956,115.07486,392
Japan,JPN,1957,106.1554,392
Japan,JPN,1958,94.01214,392
Japan,JPN,1959,85.91661,392
Japan,JPN,1960,80.104416,392
Japan,JPN,1961,70.45277,392
Japan,JPN,1962,65.73743,392
Japan,JPN,1963,55.708588,392
Japan,JPN,1964,53.008797,392
Japan,JPN,1965,47.835026,392
Japan,JPN,1966,43.46452,392
Japan,JPN,1967,37.06451,392
Japan,JPN,1968,31.360413,392
Japan,JPN,1969,29.431082,392
Japan,JPN,1970,27.671127,392
Japan,JPN,1971,23.835566,392
Japan,JPN,1972,21.320469,392
Japan,JPN,1973,20.547,392
Japan,JPN,1974,18.948027,392
Japan,JPN,1975,16.929308,392
Japan,JPN,1976,15.078711,392
Japan,JPN,1977,13.594066,392
Japan,JPN,1978,12.972046,392
Japan,JPN,1979,11.121668,392
Japan,JPN,1980,10.397979,392
Japan,JPN,1981,9.744851,392
Japan,JPN,1982,9.097767,392
Japan,JPN,1983,9.246338,392
Japan,JPN,1984,8.874284,392
Japan,JPN,1985,8.629186,392
Japan,JPN,1986,7.830801,392
Japan,JPN,1987,7.652863,392
Japan,JPN,1988,7.5087056,392
Japan,JPN,1989,7.1066117,392
Japan,JPN,1990,7.3950443,392
Japan,JPN,1991,7.409765,392
Japan,JPN,1992,7.5887365,392
Japan,JPN,1993,7.725685,392
Japan,JPN,1994,8.342085,392
Japan,JPN,1995,9.746941,392
Japan,JPN,1996,8.829141,392
Japan,JPN,1997,8.798179,392
Japan,JPN,1998,8.745458,392
Japan,JPN,1999,9.109601,392
Japan,JPN,2000,8.468598,392
Japan,JPN,2001,8.253978,392
Japan,JPN,2002,7.810184,392
Japan,JPN,2003,8.013957,392
Japan,JPN,2004,7.8796716,392
Japan,JPN,2005,8.195007,392
Japan,JPN,2006,8.047913,392
Japan,JPN,2007,7.822285,392
Japan,JPN,2008,7.6229253,392
Japan,JPN,2009,7.3975477,392
Japan,JPN,2010,7.3715014,392
Japan,JPN,2011,7.215382,392
Japan,JPN,2012,7.0139356,392
Japan,JPN,2013,6.5246925,392
Japan,JPN,2014,6.3021264,392
Japan,JPN,2015,6.047554,392
Japan,JPN,2016,5.867752,392
Japan,JPN,2017,5.36269,392
Japan,JPN,2018,5.125328,392
Japan,JPN,2019,4.9076214,392
Japan,JPN,2020,4.4546995,392
Japan,JPN,2021,4.409992,392
Jordan,JOR,2008,10.49288,400
Jordan,JOR,2009,9.971672,400
Jordan,JOR,2010,9.106769,400
Jordan,JOR,2011,10.073795,400
Jordan,JOR,2012,10.471582,400
Jordan,JOR,2015,11.533212,400
Jordan,JOR,2016,12.696281,400
Jordan,JOR,2017,12.455762,400
Jordan,JOR,2018,8.789748,400
Kazakhstan,KAZ,1981,38.6565,398
Kazakhstan,KAZ,1982,38.710735,398
Kazakhstan,KAZ,1985,33.633163,398
Kazakhstan,KAZ,1986,29.614244,398
Kazakhstan,KAZ,1987,28.898241,398
Kazakhstan,KAZ,1988,28.45668,398
Kazakhstan,KAZ,1989,24.163591,398
Kazakhstan,KAZ,1990,23.7561,398
Kazakhstan,KAZ,1991,23.966852,398
Kazakhstan,KAZ,1992,25.11932,398
Kazakhstan,KAZ,1993,27.981518,398
Kazakhstan,KAZ,1994,32.643078,398
Kazakhstan,KAZ,1995,45.233604,398
Kazakhstan,KAZ,1996,52.637,398
Kazakhstan,KAZ,1997,55.438057,398
Kazakhstan,KAZ,1998,54.633728,398
